Anupam Kher,40
Shah Rukh Khan,32
Naseeruddin Shah,29
Amitabh Bachchan,28
Akshay Kumar,28
Paresh Rawal,27
Om Puri,26
Kareena Kapoor,24
Boman Irani,23
Ajay Devgn,20
